dead basilisk,3,3,-1,-1,-1,-1,0.02
demonic basilisk,3,4,-1,-1,1,4,8.0
earth-bound basilisk,3,3,-1,-1,-1,4,0.0
enormous basilisk,3,6,-1,-1,1,4,10.0
enraged basilisk,3,5,-1,-1,1,6,14.3
ethereal basilisk,3,3,1,-1,1,3,4.199999999999999
evil basilisk,3,3,-1,-1,1,4,7.0
fast basilisk,3,3,-1,-1,1,6,9.0
ferocious basilisk,3,4,-1,-1,1,5,12.6
fire-breathing basilisk,3,4,-1,-1,1,4,12.0
floating basilisk,3,3,1,-1,1,3,6.0
flying basilisk,3,3,1,-1,1,7,10.0
friendly basilisk,3,2,-1,1,-1,4,6.0
ghostly basilisk,3,3,1,-1,1,3,4.800000000000001
giant basilisk,3,6,-1,-1,1,4,10.0
holy basilisk,3,3,-1,1,1,4,7.0
huge basilisk,3,5,-1,-1,1,4,9.0
humongous basilisk,3,7,-1,-1,1,4,11.0
ice-covered basilisk,3,4,-1,-1,1,3,7.700000000000001
insane basilisk,3,5,-1,-1,1,5,10.0
invisible basilisk,3,3,-1,-1,1,4,7.700000000000001
kind basilisk,3,2,-1,1,-1,4,6.0
knoble basilisk,3,3,-1,1,1,4,7.0
large basilisk,3,4,-1,-1,1,4,8.0
levitating basilisk,3,3,1,-1,1,5,8.0
lightning basilisk,3,3,-1,-1,1,7,10.0
little basilisk,3,2,-1,-1,1,4,6.0
magical basilisk,3,3,-1,1,1,4,7.0
microscopy basilisk,3,0,-1,-1,-1,4,4.0
mini basilisk,3,2,-1,-1,1,4,6.0
murderous basilisk,3,6,-1,-1,1,5,14.3
mystical basilisk,3,3,-1,1,1,4,7.0
nice basilisk,3,2,-1,1,1,4,6.0
normal basilisk,3,3,-1,-1,1,4,7.0
petrified basilisk,3,3,-1,-1,-1,1,1.6
plain basilisk,3,3,-1,-1,1,4,7.0
poisonous basilisk,3,3,-1,-1,1,4,9.799999999999999
quick basilisk,3,3,-1,-1,1,5,8.0
radiant basilisk,3,3,-1,1,1,4,7.700000000000001
raging basilisk,3,6,-1,-1,1,6,15.600000000000001
regular basilisk,3,3,-1,-1,1,4,7.0
satanic basilisk,3,3,-1,-1,1,4,7.0
shadowy basilisk,3,3,-1,-1,1,4,7.0
sick basilisk,3,2,-1,-1,1,3,3.5
sleeping basilisk,3,1,-1,-1,-1,1,0.2
small basilisk,3,2,-1,-1,1,4,6.0
thunderous basilisk,3,4,-1,-1,1,5,10.799999999999999
tiny basilisk,3,2,-1,-1,1,4,6.0
tired basilisk,3,2,-1,-1,1,3,4.5
toy basilisk,3,1,-1,-1,-1,3,0.4
unholy basilisk,3,3,-1,-1,1,4,7.0
weak basilisk,3,2,-1,-1,-1,4,4.800000000000001
weakened basilisk,3,2,-1,-1,1,3,4.5
winged basilisk,3,3,1,-1,1,7,12.0
aggressive bass,2,3,-1,0,1,4,8.4
ancient bass,2,3,-1,0,1,3,9.0
angelic bass,2,2,-1,1,-1,3,5.0
angry bass,2,3,-1,0,-1,4,7.700000000000001
aquatic bass,2,2,-1,0,-1,3,4.5
armored bass,2,4,-1,0,1,2,7.800000000000001
average bass,2,2,-1,0,-1,3,5.0
awful bass,2,3,-1,-1,-1,3,6.0
basic bass,2,2,-1,0,-1,3,5.0
big bass,2,3,-1,0,-1,3,6.0
celestial bass,2,3,1,1,-1,3,6.0
crazy bass,2,4,-1,0,1,3,7.700000000000001
crippled bass,2,0,-1,0,-1,1,0.3
cursed bass,2,2,-1,-1,1,3,5.0
dead bass,2,2,-1,0,-1,-2,0.0
demonic bass,2,3,-1,-1,1,3,6.0
earth-bound bass,2,2,-1,0,-1,3,0.0
enormous bass,2,5,-1,0,1,3,8.0
enraged bass,2,4,-1,-1,1,5,11.700000000000001
ethereal bass,2,2,1,0,-1,2,2.8
evil bass,2,2,-1,-1,-1,3,5.0
fast bass,2,2,-1,0,-1,5,7.0
ferocious bass,2,3,-1,0,1,4,9.799999999999999
fire-breathing bass,2,3,-1,0,1,3,9.0
floating bass,2,2,1,0,-1,2,4.0
flying bass,2,2,1,0,-1,6,8.0
friendly bass,2,1,-1,1,-1,3,4.0
ghostly bass,2,2,1,0,-1,2,3.2
giant bass,2,5,-1,0,1,3,8.0
holy bass,2,2,-1,1,-1,3,5.0
huge bass,2,4,-1,0,-1,3,7.0
humongous bass,2,6,-1,0,1,3,9.0
ice-covered bass,2,3,-1,0,1,2,5.5
insane bass,2,4,-1,-1,1,4,8.0
invisible bass,2,2,-1,0,1,3,5.5
kind bass,2,1,-1,1,-1,3,4.0
knoble bass,2,2,-1,1,-1,3,5.0
large bass,2,3,-1,0,-1,3,6.0
levitating bass,2,2,1,0,-1,4,6.0
lightning bass,2,2,-1,0,-1,6,8.0
little bass,2,1,-1,0,-1,3,4.0
magical bass,2,2,-1,1,-1,3,5.0
microscopy bass,2,-1,-1,0,-1,3,2.0
mini bass,2,1,-1,0,-1,3,4.0
murderous bass,2,5,-1,-1,1,4,11.700000000000001
mystical bass,2,2,-1,1,-1,3,5.0
nice bass,2,1,-1,1,-1,3,4.0
normal bass,2,2,-1,0,-1,3,5.0
petrified bass,2,2,-1,0,-1,0,0.8
plain bass,2,2,-1,0,-1,3,5.0
poisonous bass,2,2,-1,0,1,3,7.0
quick bass,2,2,-1,0,-1,4,6.0
radiant bass,2,2,-1,1,-1,3,5.5
raging bass,2,5,-1,-1,1,5,13.0
regular bass,2,2,-1,0,-1,3,5.0
satanic bass,2,2,-1,-1,1,3,5.0
shadowy bass,2,2,-1,-1,1,3,5.0
sick bass,2,1,-1,0,-1,2,2.0999999999999996
sleeping bass,2,0,-1,0,-1,0,0.0
small bass,2,1,-1,0,-1,3,4.0
thunderous bass,2,3,-1,0,1,4,8.4
tiny bass,2,1,-1,0,-1,3,4.0
tired bass,2,1,-1,0,-1,2,2.7
toy bass,2,0,-1,0,-1,2,0.2
unholy bass,2,2,-1,-1,-1,3,5.0
weak bass,2,1,-1,0,-1,3,3.2
weakened bass,2,1,-1,0,-1,2,2.7
winged bass,2,2,1,0,-1,6,9.6
aggressive bear,4,5,-1,0,1,6,13.2
ancient bear,4,5,-1,0,1,5,15.0
angelic bear,4,4,-1,1,1,5,9.0
angry bear,4,5,-1,0,1,6,12.100000000000001
aquatic bear,4,4,-1,0,1,5,8.1
armored bear,4,6,-1,0,1,4,13.0
average bear,4,4,-1,0,1,5,9.0
awful bear,4,5,-1,-1,1,5,10.0
basic bear,4,4,-1,0,1,5,9.0
big bear,4,5,-1,0,1,5,10.0
celestial bear,4,5,1,1,1,5,10.0
crazy bear,4,6,-1,0,1,5,12.100000000000001
crippled bear,4,2,-1,0,-1,3,1.5
cursed bear,4,4,-1,-1,1,5,9.0
dead bear,4,4,-1,0,-1,0,0.04
demonic bear,4,5,-1,-1,1,5,10.0
earth-bound bear,4,4,-1,0,-1,5,0.0
enormous bear,4,7,-1,0,1,5,12.0
enraged bear,4,6,-1,-1,1,7,16.900000000000002
ethereal bear,4,4,1,0,1,4,5.6
evil bear,4,4,-1,-1,1,5,9.0
fast bear,4,4,-1,0,1,7,11.0
ferocious bear,4,5,-1,0,1,6,15.399999999999999
fire-breathing bear,4,5,-1,0,1,5,15.0
floating bear,4,4,1,0,1,4,8.0
flying bear,4,4,1,0,1,8,12.0
friendly bear,4,3,-1,1,-1,5,8.0
ghostly bear,4,4,1,0,1,4,6.4
giant bear,4,7,-1,0,1,5,12.0
holy bear,4,4,-1,1,1,5,9.0
huge bear,4,6,-1,0,1,5,11.0
humongous bear,4,8,-1,0,1,5,13.0
ice-covered bear,4,5,-1,0,1,4,9.9
insane bear,4,6,-1,-1,1,6,12.0
invisible bear,4,4,-1,0,1,5,9.9
kind bear,4,3,-1,1,-1,5,8.0
knoble bear,4,4,-1,1,1,5,9.0
large bear,4,5,-1,0,1,5,10.0
levitating bear,4,4,1,0,1,6,10.0
lightning bear,4,4,-1,0,1,8,12.0
little bear,4,3,-1,0,1,5,8.0
magical bear,4,4,-1,1,1,5,9.0
microscopy bear,4,1,-1,0,-1,5,6.0
mini bear,4,3,-1,0,1,5,8.0
murderous bear,4,7,-1,-1,1,6,16.900000000000002
mystical bear,4,4,-1,1,1,5,9.0
nice bear,4,3,-1,1,1,5,8.0
normal bear,4,4,-1,0,1,5,9.0
petrified bear,4,4,-1,0,-1,2,2.4000000000000004
plain bear,4,4,-1,0,1,5,9.0
poisonous bear,4,4,-1,0,1,5,12.6
quick bear,4,4,-1,0,1,6,10.0
radiant bear,4,4,-1,1,1,5,9.9
raging bear,4,7,-1,-1,1,7,18.2
regular bear,4,4,-1,0,1,5,9.0
satanic bear,4,4,-1,-1,1,5,9.0
shadowy bear,4,4,-1,-1,1,5,9.0
sick bear,4,3,-1,0,1,4,4.8999999999999995
sleeping bear,4,2,-1,0,-1,2,0.4
small bear,4,3,-1,0,1,5,8.0
thunderous bear,4,5,-1,0,1,6,13.2
tiny bear,4,3,-1,0,1,5,8.0
tired bear,4,3,-1,0,1,4,6.3
toy bear,4,2,-1,0,-1,4,0.6000000000000001
unholy bear,4,4,-1,-1,1,5,9.0
weak bear,4,3,-1,0,-1,5,6.4
weakened bear,4,3,-1,0,1,4,6.3
winged bear,4,4,1,0,1,8,14.399999999999999
aggressive bird,2,3,1,0,1,5,9.6
ancient bird,2,3,1,0,1,4,10.5
angelic bird,2,2,1,1,0,4,6.0
angry bird,2,3,1,0,0,5,8.8
aquatic bird,2,2,-1,0,0,4,5.4
armored bird,2,4,1,0,1,3,9.1
average bird,2,2,1,0,0,4,6.0
awful bird,2,3,1,-1,0,4,7.0
basic bird,2,2,1,0,0,4,6.0
big bird,2,3,1,0,0,4,7.0
celestial bird,2,3,1,1,0,4,7.0
crazy bird,2,4,1,0,1,4,8.8
crippled bird,2,0,-1,0,-1,2,0.6
cursed bird,2,2,1,-1,1,4,6.0
dead bird,2,2,-1,0,-1,-1,0.01
demonic bird,2,3,1,-1,1,4,7.0
earth-bound bird,2,2,-1,0,-1,4,0.0
enormous bird,2,5,1,0,1,4,9.0
enraged bird,2,4,1,-1,1,6,13.0
ethereal bird,2,2,1,0,0,3,3.5
evil bird,2,2,1,-1,0,4,6.0
fast bird,2,2,1,0,0,6,8.0
ferocious bird,2,3,1,0,1,5,11.2
fire-breathing bird,2,3,1,0,1,4,10.5
floating bird,2,2,1,0,0,3,5.0
flying bird,2,2,1,0,0,7,9.0
friendly bird,2,1,1,1,-1,4,5.0
ghostly bird,2,2,1,0,0,3,4.0
giant bird,2,5,1,0,1,4,9.0
holy bird,2,2,1,1,0,4,6.0
huge bird,2,4,1,0,0,4,8.0
humongous bird,2,6,1,0,1,4,10.0
ice-covered bird,2,3,-1,0,1,3,6.6000000000000005
insane bird,2,4,1,-1,1,5,9.0
invisible bird,2,2,1,0,1,4,6.6000000000000005
kind bird,2,1,1,1,-1,4,5.0
knoble bird,2,2,1,1,0,4,6.0
large bird,2,3,1,0,0,4,7.0
levitating bird,2,2,1,0,0,5,7.0
lightning bird,2,2,1,0,0,7,9.0
little bird,2,1,1,0,-1,4,5.0
magical bird,2,2,1,1,0,4,6.0
microscopy bird,2,-1,1,0,-1,4,3.0
mini bird,2,1,1,0,-1,4,5.0
murderous bird,2,5,1,-1,1,5,13.0
mystical bird,2,2,1,1,0,4,6.0
nice bird,2,1,1,1,-1,4,5.0
normal bird,2,2,1,0,0,4,6.0
petrified bird,2,2,-1,0,-1,1,1.2000000000000002
plain bird,2,2,1,0,0,4,6.0
poisonous bird,2,2,1,0,1,4,8.399999999999999
quick bird,2,2,1,0,0,5,7.0
radiant bird,2,2,1,1,0,4,6.6000000000000005
raging bird,2,5,1,-1,1,6,14.3
regular bird,2,2,1,0,0,4,6.0
satanic bird,2,2,1,-1,1,4,6.0
shadowy bird,2,2,1,-1,1,4,6.0
sick bird,2,1,1,0,-1,3,2.8
sleeping bird,2,0,1,0,-1,1,0.1
small bird,2,1,1,0,-1,4,5.0
thunderous bird,2,3,1,0,1,5,9.6
tiny bird,2,1,1,0,-1,4,5.0
tired bird,2,1,1,0,-1,3,3.6
toy bird,2,0,1,0,-1,3,0.30000000000000004
unholy bird,2,2,1,-1,0,4,6.0
weak bird,2,1,1,0,-1,4,4.0
weakened bird,2,1,1,0,-1,3,3.6
winged bird,2,2,1,0,1,7,10.799999999999999
aggressive bug,1,2,0,0,1,3,6.0
ancient bug,1,2,0,0,1,2,6.0
angelic bug,1,1,0,1,-1,2,3.0
angry bug,1,2,0,0,0,3,5.5
aquatic bug,1,1,-1,0,-1,2,2.7
armored bug,1,3,0,0,1,1,5.2
average bug,1,1,0,0,-1,2,3.0
awful bug,1,2,0,-1,0,2,4.0
basic bug,1,1,0,0,-1,2,3.0
big bug,1,2,0,0,0,2,4.0
celestial bug,1,2,1,1,0,2,4.0
crazy bug,1,3,0,0,1,2,5.5
crippled bug,1,-1,-1,0,-1,0,-0.3
cursed bug,1,1,0,-1,-1,2,3.0
dead bug,1,1,-1,0,-1,-3,-0.02
demonic bug,1,2,0,-1,1,2,4.0
earth-bound bug,1,1,-1,0,-1,2,0.0
enormous bug,1,4,0,0,0,2,6.0
enraged bug,1,3,0,-1,1,4,9.1
ethereal bug,1,1,1,0,-1,1,1.4
evil bug,1,1,0,-1,-1,2,3.0
fast bug,1,1,0,0,-1,4,5.0
ferocious bug,1,2,0,0,1,3,7.0
fire-breathing bug,1,2,0,0,1,2,6.0
floating bug,1,1,1,0,-1,1,2.0
flying bug,1,1,1,0,-1,5,6.0
friendly bug,1,0,0,1,-1,2,2.0
ghostly bug,1,1,1,0,-1,1,1.6
giant bug,1,4,0,0,0,2,6.0
holy bug,1,1,0,1,-1,2,3.0
huge bug,1,3,0,0,0,2,5.0
humongous bug,1,5,0,0,1,2,7.0
ice-covered bug,1,2,-1,0,1,1,3.3000000000000003
insane bug,1,3,0,-1,1,3,6.0
invisible bug,1,1,0,0,-1,2,3.3000000000000003
kind bug,1,0,0,1,-1,2,2.0
knoble bug,1,1,0,1,-1,2,3.0
large bug,1,2,0,0,0,2,4.0
levitating bug,1,1,1,0,-1,3,4.0
lightning bug,1,1,0,0,-1,5,6.0
little bug,1,0,0,0,-1,2,2.0
magical bug,1,1,0,1,-1,2,3.0
microscopy bug,1,-2,0,0,-1,2,0.0
mini bug,1,0,0,0,-1,2,2.0
murderous bug,1,4,0,-1,1,3,9.1
mystical bug,1,1,0,1,-1,2,3.0
nice bug,1,0,0,1,-1,2,2.0
normal bug,1,1,0,0,-1,2,3.0
petrified bug,1,1,-1,0,-1,-1,0.0
plain bug,1,1,0,0,-1,2,3.0
poisonous bug,1,1,0,0,-1,2,4.199999999999999
quick bug,1,1,0,0,-1,3,4.0
radiant bug,1,1,0,1,-1,2,3.3000000000000003
raging bug,1,4,0,-1,1,4,10.4
regular bug,1,1,0,0,-1,2,3.0
satanic bug,1,1,0,-1,-1,2,3.0
shadowy bug,1,1,0,-1,-1,2,3.0
sick bug,1,0,0,0,-1,1,0.7
sleeping bug,1,-1,0,0,-1,-1,-0.2
small bug,1,0,0,0,-1,2,2.0
thunderous bug,1,2,0,0,1,3,6.0
tiny bug,1,0,0,0,-1,2,2.0
tired bug,1,0,0,0,-1,1,0.9
toy bug,1,-1,0,0,-1,1,0.0
unholy bug,1,1,0,-1,-1,2,3.0
weak bug,1,0,0,0,-1,2,1.6
weakened bug,1,0,0,0,-1,1,0.9
winged bug,1,1,1,0,-1,5,7.199999999999999
aggressive buzzard,3,4,1,-1,1,6,12.0
ancient buzzard,3,4,1,-1,1,5,13.5
angelic buzzard,3,3,1,1,0,5,8.0
angry buzzard,3,4,1,-1,1,6,11.0
aquatic buzzard,3,3,-1,-1,0,5,7.2
armored buzzard,3,5,1,-1,1,4,11.700000000000001
average buzzard,3,3,1,-1,0,5,8.0
awful buzzard,3,4,1,-1,0,5,9.0
basic buzzard,3,3,1,-1,0,5,8.0
big buzzard,3,4,1,-1,0,5,9.0
celestial buzzard,3,4,1,1,0,5,9.0
crazy buzzard,3,5,1,-1,1,5,11.0
crippled buzzard,3,1,-1,-1,-1,3,1.2
cursed buzzard,3,3,1,-1,1,5,8.0
dead buzzard,3,3,-1,-1,-1,0,0.03
demonic buzzard,3,4,1,-1,1,5,9.0
earth-bound buzzard,3,3,-1,-1,-1,5,0.0
enormous buzzard,3,6,1,-1,1,5,11.0
enraged buzzard,3,5,1,-1,1,7,15.600000000000001
ethereal buzzard,3,3,1,-1,0,4,4.8999999999999995
evil buzzard,3,3,1,-1,0,5,8.0
fast buzzard,3,3,1,-1,1,7,10.0
ferocious buzzard,3,4,1,-1,1,6,14.0
fire-breathing buzzard,3,4,1,-1,1,5,13.5
floating buzzard,3,3,1,-1,0,4,7.0
flying buzzard,3,3,1,-1,1,8,11.0
friendly buzzard,3,2,1,1,-1,5,7.0
ghostly buzzard,3,3,1,-1,0,4,5.6000000000000005
giant buzzard,3,6,1,-1,1,5,11.0
holy buzzard,3,3,1,1,0,5,8.0
huge buzzard,3,5,1,-1,1,5,10.0
humongous buzzard,3,7,1,-1,1,5,12.0
ice-covered buzzard,3,4,-1,-1,1,4,8.8
insane buzzard,3,5,1,-1,1,6,11.0
invisible buzzard,3,3,1,-1,1,5,8.8
kind buzzard,3,2,1,1,-1,5,7.0
knoble buzzard,3,3,1,1,0,5,8.0
large buzzard,3,4,1,-1,0,5,9.0
levitating buzzard,3,3,1,-1,0,6,9.0
lightning buzzard,3,3,1,-1,1,8,11.0
little buzzard,3,2,1,-1,0,5,7.0
magical buzzard,3,3,1,1,0,5,8.0
microscopy buzzard,3,0,1,-1,-1,5,5.0
mini buzzard,3,2,1,-1,0,5,7.0
murderous buzzard,3,6,1,-1,1,6,15.600000000000001
mystical buzzard,3,3,1,1,0,5,8.0
nice buzzard,3,2,1,1,0,5,7.0
normal buzzard,3,3,1,-1,0,5,8.0
petrified buzzard,3,3,-1,-1,-1,2,2.0
plain buzzard,3,3,1,-1,0,5,8.0
poisonous buzzard,3,3,1,-1,1,5,11.2
quick buzzard,3,3,1,-1,0,6,9.0
radiant buzzard,3,3,1,1,0,5,8.8
raging buzzard,3,6,1,-1,1,7,16.900000000000002
regular buzzard,3,3,1,-1,0,5,8.0
satanic buzzard,3,3,1,-1,1,5,8.0
shadowy buzzard,3,3,1,-1,1,5,8.0
sick buzzard,3,2,1,-1,0,4,4.199999999999999
sleeping buzzard,3,1,1,-1,-1,2,0.30000000000000004
small buzzard,3,2,1,-1,0,5,7.0
thunderous buzzard,3,4,1,-1,1,6,12.0
tiny buzzard,3,2,1,-1,0,5,7.0
tired buzzard,3,2,1,-1,0,4,5.4
toy buzzard,3,1,1,-1,-1,4,0.5
unholy buzzard,3,3,1,-1,0,5,8.0
weak buzzard,3,2,1,-1,-1,5,5.6000000000000005
weakened buzzard,3,2,1,-1,0,4,5.4
winged buzzard,3,3,1,-1,1,8,13.2
aggressive cat,2,3,-1,0,1,5,9.6
ancient cat,2,3,-1,0,1,4,10.5
angelic cat,2,2,-1,1,0,4,6.0
angry cat,2,3,-1,0,0,5,8.8
aquatic cat,2,2,-1,0,0,4,5.4
armored cat,2,4,-1,0,1,3,9.1
average cat,2,2,-1,0,0,4,6.0
awful cat,2,3,-1,-1,0,4,7.0
basic cat,2,2,-1,0,0,4,6.0
big cat,2,3,-1,0,0,4,7.0
celestial cat,2,3,1,1,0,4,7.0
crazy cat,2,4,-1,0,1,4,8.8
crippled cat,2,0,-1,0,-1,2,0.6
cursed cat,2,2,-1,-1,1,4,6.0
dead cat,2,2,-1,0,-1,-1,0.01
demonic cat,2,3,-1,-1,1,4,7.0
earth-bound cat,2,2,-1,0,-1,4,0.0
enormous cat,2,5,-1,0,1,4,9.0
enraged cat,2,4,-1,-1,1,6,13.0
ethereal cat,2,2,1,0,0,3,3.5
evil cat,2,2,-1,-1,0,4,6.0
fast cat,2,2,-1,0,0,6,8.0
ferocious cat,2,3,-1,0,1,5,11.2
fire-breathing cat,2,3,-1,0,1,4,10.5
floating cat,2,2,1,0,0,3,5.0
flying cat,2,2,1,0,0,7,9.0
friendly cat,2,1,-1,1,-1,4,5.0
ghostly cat,2,2,1,0,0,3,4.0
giant cat,2,5,-1,0,1,4,9.0
holy cat,2,2,-1,1,0,4,6.0
huge cat,2,4,-1,0,0,4,8.0
humongous cat,2,6,-1,0,1,4,10.0
ice-covered cat,2,3,-1,0,1,3,6.6000000000000005
insane cat,2,4,-1,-1,1,5,9.0
invisible cat,2,2,-1,0,1,4,6.6000000000000005
kind cat,2,1,-1,1,-1,4,5.0
knoble cat,2,2,-1,1,0,4,6.0
